"text","likes","comments","shares"
"Special counsel Jack Smith is forcefully opposing former President Donald Trump’s sweeping claim of presidential immunity in the criminal case over his handling of classified documents, urging the judge to cut off Trump’s ability to appeal the issue in a way that would delay his trial.","916","865","46"
"Special live State of the Union coverage begins tonight at 8 p.m. ET/PT on CNN and streaming on Max.","1644","1632","103"
"An Iditarod competitor has been handed a two-hour penalty after failing to properly gut a moose he killed in “self-defense” during Alaska’s legendary long-distance sled dog race, organizers said.","209","105","29"
"Some Chinese-made cranes used at US ports contain communications equipment with no clear purpose or record of their installation, according to a new congressional investigation that will heighten US concerns that the cranes could be used for surveillance or sabotage.","230","132","28"
"Oprah Winfrey may have stepped away from Weight Watchers, but she's not staying out of the conversation about weight.","193","149","20"
"Xcel Energy, the utility company that provides power to most of the Texas Panhandle, says its own facilities played a role in the start of the state's largest-ever wildfire.","187","92","33"
"The Navy demoted Rep. Ronny Jackson in 2022 after a scathing report from the Defense Department watchdog found the former White House physician drank on the job, routinely screamed at subordinates and acted inappropriately.","630","484","64"
"As President Joe Biden is set to deliver a high-stakes State of the Union address, the guest list for first lady Dr. Jill Biden's box offers a blueprint for the president's priorities as he leans on personal stories to put faces to critical issues facing Americans.","358","296","31"
"The pair, who’ve been divorced since 2013, decided to purchase the historic property, situated in the village of Stimigliano in the central Lazio region of Italy, almost instantly","240","113","29"
"Melatonin products have become increasingly popular among US adults, and a new report says about 11,000 children have landed in the emergency room in recent years after ingesting it while unsupervised.","160","102","50"
"CNN Senior White House Producer Betsy Klein explains how a tradition that surrounds the State of the Union address got started and why.","294","217","72"
"A major port terminal in Haiti was broken into as violence in the country escalated after the government extended its state of emergency.","206","199","33"
"Boeing is now party to a new federal investigation involving a 737 Max after United Airlines pilots reported that part of the flight controls became jammed as they landed in Newark last month.","146","167","39"
"A potent storm will sweep across a large portion of the US into the weekend, ramping up the risk for damaging winds, hail, flooding and even a few tornadoes in the South.","270","201","76"
"The Israeli actress said she named her child Ori, which means “my light” in Hebrew.","3901","1736","110"
"The Oakland Athletics have released renderings of their new, 33,000-seat ballpark on the Las Vegas Strip, which is set to be canopied by an enormous, five-tier roof.","505","383","77"
"While a mega merger between two of America's largest grocery chains is snarled in regulatory red tape, a smaller European entrant is eyeing a major expansion in the US.","364","197","62"
"The actress and GOOP founder discussed parenting during a chat with her friend Nicole Avant at the International Women’s Day Summit.","525","217","22"
"Matteo Garrone knew how his movie would end. But the Italian director waited until the last moments of filming to reveal the ending to the actors playing the lead roles.","297","104","49"
"Trell Thomas is a big fan of Sunday dinners.","237","251","36"
"President Biden will announce during tonight's State of the Union speech that the US military will establish a port in Gaza for humanitarian aid, officials said.","453","828","34"
"House lawmakers voted to advance a bill that would ban TikTok from US app stores unless the social media platform’s parent, ByteDance, divests the company.","316","291","73"
"CNN's Dana Bash sits down with Kate Cox, a Texas mother who was blocked from having an abortion by the Texas Supreme Court after her fetus had been diagnosed with a rare and deadly genetic condition called trisomy 18. https://cnn.it/3wLScLt","573","469","138"
"YouTuber-turned-boxer Jake Paul is set to face heavyweight legend Mike Tyson in an exhibition boxing match at AT&T Stadium in Arlington, Texas.","8959","3218","1274"
"JUST IN: Sweden officially joined NATO, becoming the alliance's 32nd member in a move spurred by Russia's invasion of Ukraine.","1615","581","142"
"An endangered red panda has been found alongside 86 other animals inside luggage at Bangkok’s Suvarnabhumi Airport, Thailand’s Customs Department said in a statement.","584","66","49"
"A single dose of MM120 led to a 48% rate of remission from generalized anxiety disorder at 12 weeks following the drug’s administration, according to MindMed.","1017","474","339"
"Self-checkout annoys many grocery shoppers and causes problems that are prompting numerous major retailers to pull back on using it. But that’s not stopping the Transportation Security Administration from testing a self-service screening system at Harry Reid International Airport in Las Vegas later this month.","138","121","21"
"""My appeal to our generation is to embrace and advocate for the restoration of nature and start making waves,"" writes Jason Mamoa | Opinion","237","253","47"
"Wet conditions were the main talking point during the US women’s soccer team’s penalty shootout victory over Canada in the W Gold Cup semifinals","265","149","38"
"The guest list for first lady Dr. Jill Biden’s box offers a blueprint for the president’s address as he leans on personal stories to put faces to critical issues facing Americans","586","816","56"
"Celebrities’ use of a type 2 diabetes drug to lose weight had sparked both backlash and fascination by the time of last year’s Oscars. As this year’s ceremony approaches, the maker of a competitor set of medicines in Ozempic’s class has a message for people trying to use the drugs to slim down quickly for cosmetic reasons: These aren’t for you.","132","98","26"
"President Joe Biden will address Congress and the American people in what could be the most consequential speech of his presidency. 

Here's what to watch for.","741","1270","95"
"Opening statements are set to begin in the manslaughter trial of James Crumbley, the father of the teenager who killed four students at a Michigan high school in 2021, in a case that comes just weeks after his wife, Jennifer, was convicted of the same charges","327","321","35"
"About half of registered voters in the United States say this year’s elections will have a “major impact” on access to abortion, and about 1 in 8 voters says that abortion is the most important issue driving their vote, according to a new KFF survey.","361","929","59"
"Michael Page stands motionless looking directly into a camera. Around him the room is an a frenzy, but he calmly spreads his arms wide while still locking eyes with the camera.","278","185","29"
"The Supreme Court is facing intense pressure to step into the charged debate over gender-affirming care as transgender minors and their families fight with GOP states over a wave of laws passed in recent years that restrict such care for young trans people.","281","722","52"
"As the November election gets closer, Biden’s team is eager to tout what he’s done to address student loan debt – with the administration recently sending congratulatory emails to 153,000 debt-relief recipients – even if his actions fall short of some Democrats’ expectations.","260","299","43"
"Ahead of President Joe Biden’s election-year State of the Union address to Congress, here’s a look at the data behind some of the topics and policies he could bring up.","343","778","36"
"As he emerges victorious from the Republican primary race, Trump faces considerable challenges both inside and outside the political arena","614","993","76"
"In many respects, Biden’s shift aligns closely with a more longstanding position on immigration throughout his political tenure.","246","485","44"
"How designer Azzi Glasser uses fragrances to help Hollywood stars tell a story.","193","58","39"
"Here are 5️⃣ things you need to know today:

1️⃣ 2024 elections

2️⃣ Russian missile strike in Odesa

3️⃣ Malnutrition in Gaza

4️⃣ IVF in Alabama

5️⃣ ‘Rust’ shooting verdict","155","354","39"
"For the first time in ten years, California voters could get the opportunity to change a controversial law aimed at criminal justice reform.","180","223","31"
"The discovery of a bazooka round marks the second time in a matter of days that a magnet fishing hobbyist pulled a military projectile from the Charles River in Needham, Massachusetts – raising questions about why old pieces of ordnance are being found there out of the blue.","338","195","48"
"A handful of Democratic governors made their way through a gaggle of their colleagues last month to tell President Joe Biden directly what they’ve been stressing behind the scenes: He needs to be fighting harder.","556","741","34"
"Gabriel García Márquez’s last novel, “Memories of My Melancholy Whores,” was published 20 years ago, but the late Colombian author’s legacy did not end there.","155","36","35"
"The former chair of the Florida Republican Party will not be charged with video voyeurism, according to the state attorney’s office in Sarasota County, Florida.","167","151","31"
"Devastation in Gaza as Israel wages war on Hamas. 

Follow live updates.","217","617","59"
"K-pop singer Karina from the group Aespa posting a handwritten apology online after her reported relationship drew outcry from many of her more fervent followers.","1091","553","85"
"Spanish tennis player Rafael Nadal has withdrawn from the BNP Paribas Open in Indian Wells, California, the night before he was scheduled to face Canadian Milos Raonic in the first round","209","53","54"
"China’s top diplomat hit out at Washington’s “bewildering” trade policy during a news conference on the sidelines of a political gathering in Beijing, where Chinese leaders have been championing high-tech development in the face of mounting curbs from Washington","148","91","33"
"Tests suggest that when benzoyl peroxide acne treatments are stored or handled at high temperatures – such as when left in a hot car at more than 150 degrees Fahrenheit for at least 14 days – they can generate high levels of benzene, the lab announced.","145","66","51"
"Stone tools unearthed in a quarry in Ukraine belonged to ancient humans who used them more than a million years ago, according to new research.","308","194","47"
"A Yellow-billed Loon was seen taking a dip in Lake Bellagio.","405","88","48"
"Playfully letting John Cena flex his comedy muscles, “Ricky Stanicky” works from an amusing premise that owes an unlikely debt to a 51-year-old “MASH” episode, in which an imaginary character must be brought to life. Also serving as a reunion of Zac Efron and director Peter Farrelly, the execution yields an only fitfully funny R-rated comedy.","171","51","30"
"Paul McCartney knows a thing or two about writing love songs.","256","74","27"
"A student group seeking to host a drag show at a Texas university asked the Supreme Court to overrule a decision by the school’s president to prohibit the performance, which he described as “derisive, divisive and demoralizing.”","303","409","33"
"Seven Western states are starting to plot a future for how much water they’ll draw from the dwindling Colorado River in a warmer, drier world.","135","72","41"
"People with microplastics or nanoplastics in their carotid artery tissues were twice as likely to have a heart attack, stroke or die from any cause over the next three years than people who had none, a new study found.","408","166","225"
"Barbie, a newly minted movie star who's celebrating her 65th birthday this week, will soon make her grand debut at the Oscars.","252","117","28"
"Diamonds are the hardest material on Earth — and finding one in nature is comparably tough.","308","102","44"
"As the Academy Awards near, the Nuclear Threat Initiative is leveraging the attention on Oscar-nominated ""Oppenheimer"" in an attempt to elevate the conversation about nuclear threat.","121","58","23"
"Tissue samples from the brain of the man who killed 18 people during a shooting rampage at a bowling alley and a restaurant in Lewiston, Maine, in October showed evidence of traumatic brain injury but not the neurological disorder CTE, according to the Concussion Legacy Foundation.","200","152","27"
"The 96th Academy Awards will take place on Sunday and while the gowns and the guests will be beautiful, we’ll be watching to get in our feelings with moving acceptance speeches.","200","90","31"
"Alabama Gov. Kay Ivey signed a bill into law aimed at protecting in vitro fertilization patients and providers from legal liability late Wednesday, with some clinics poised to lift a hold on certain IVF services as early as this week after an unprecedented state Supreme Court ruling threw the future of infertility care into turmoil.","195","158","24"
"While the unsigned, 13-page opinion the Supreme Court handed down earlier this week decisively resolved the uncertainty around Trump's eligibility for a second term, it left unsettled questions that could some day boomerang back to the justices.","290","534","45"
"Last month was the planet’s hottest February on record, marking the ninth month in a row that global records tumbled, according to new data from Copernicus, the European Union’s climate monitoring service.","1597","1650","245"
"We’ve all seen the combination Taco Bell and KFC, or the joint Auntie Anne’s and Cinnabon. Now another dual-branded restaurant could enter the US dining landscape.","834","412","246"
"Boeing has not turned over important records to investigators probing the door plug blowout on a 737 Max earlier this year, investigators say.","185","78","23"
"The US Food and Drug Administration has expanded its investigation into tainted cinnamon products, and its experts now say that the lead contamination extends beyond the cinnamon applesauce pouches that were recalled in October.","172","50","131"
"At least eight high school students ranging in age from 15 to 17 were shot Wednesday afternoon at a transit bus stop in Northeast Philadelphia, authorities said in a news conference.","510","547","96"
"Haiti's Prime Minister Ariel Henry has landed in Puerto Rico, according to officials, after days of speculation about his whereabouts.

It comes as the capital Port-au-Prince is gripped by violence, which started last week. Coordinated gang attacks on law enforcement and state institutions have been taking place across the city, in what one gang leader has described as an attempt to overthrow the government.","268","112","89"
"A new series about the “Dark Side of Kids TV” will feature former Nickelodeon child star Drake Bell sharing his account of abuse he says he experienced while working in entertainment as a minor.","189","74","28"
"The US government is spending nearly $1 million a month to maintain a luxury superyacht seized from a sanctioned Russian oligarch as part of the Justice Department’s effort to put pressure on the Kremlin.","360","431","55"
"The Defense Department is analyzing a balloon discovered by fishermen off the coast of Alaska last week to determine whether it was a spy balloon, a spokesperson told CNN.","215","189","37"
"Two men criticized for their failures to challenge the Uvalde school shooter and rescue children and teachers trapped in the carnage won support from voters to continue as law enforcement leaders in the Texas community.","262","308","30"
"The World Health Organization says children in Gaza are ""dying of starvation"" amid desperate humanitarian conditions.

Just this week, US Vice President Kamala Harris described the situation as ""inhumane,"" and called on the Israeli government to increase the flow of aid into the strip. CNN's Nada Bashir reports on the children paying the price of this man-made hunger crisis. https://cnn.it/3v0fRai","705","1000","343"
"The Securities and Exchange Commission recently voted to pass a scaled-down climate reporting rule for public companies after the agency’s initial proposal was met with backlash from business leaders and some lawmakers.","151","90","18"
"Rather than filling in a bubble answer sheet with a No. 2 pencil, US test-takers will be using a computer.","478","302","89"
"JUST IN: ""Rust"" armorer Hannah Gutierrez Reed has been found guilty of involuntary manslaughter in the 2021 death of the film's cinematographer during a scene with Alec Baldwin.","332","421","47"
"Onlookers have likened a new bulging cycling helmet to something out of ""Star Wars."" But a leading cycling team hopes that its futuristic-looking design could lead to a ""big improvement"" in time trial performance.","209","102","23"
"Astronomers have spotted the oldest ""dead"" galaxy ever observed while studying the cosmos with the James Webb Space Telescope.","461","272","56"
"Ten-thousand steps per day have long been known as the magic number needed to lower risk of disease and early death. What researchers didn't know was whether the amount could have the same effect even for people who are sedentary most of the day. Until now.","233","171","40"
"Madonna is talking about how serious her health emergency was last summer.","337","282","25"
"House passes key government funding bills in rush to beat a shutdown deadline at the end of this week.","257","437","25"
"A Microsoft software engineer has warned of shortcomings in the company's artificial intelligence systems that could lead to the creation of harmful images.","148","106","26"
"One German man has redefined ""man on a mission."" A 62-year-old from Magdeburg deliberately got 217 Covid-19 vaccine shots in the span of 29 months, according to a new study, going against national vaccine recommendations. That's an average of one jab every four days.

In the process, he became a walking experiment for what happens to the immune system when it is vaccinated against the same pathogen repeatedly. A correspondence published Monday in the journal Lancet Infectious Diseases outlined his case and concluded that while his ""hypervaccination"" did not result in any adverse health effects, it also did not significantly improve or worsen his immune response.","310","244","60"
"Dozens of cities along the US coastline are sinking at alarming rates, leaving them far more exposed to devastating flooding from sea level rise than previously thought.","324","363","46"
"Former President Donald Trump, now the presumptive Republican nominee, has made a number of promises on the campaign trail, including rolling back car pollution rules, building 10 new cities and appointing a special prosecutor to investigate President Joe Biden and his family.

While some of Trump's plans are lacking in detail, here are some of the policies he says he would enact if elected for a second term.","840","1875","92"
"Supreme Court will hear arguments on April 25 over whether Donald Trump may claim immunity from prosecution in federal election subversion case.","521","1184","57"
"Phillips is now throwing his support behind President Biden.","419","277","23"
"CNN's Ivan Watson reported from the scene as Coast Guard vessels from China and the Philippines clashed near the Second Thomas Shoal in the disputed waters of the South China Sea on March 5. https://cnn.it/3wMjCAY","402","265","134"
"Jason Kelce's recent retirement announcement led to an outpouring of emotion from all corners of the NFL. Longtime Philadelphia Eagles trainer Joe O'Pella was able to play a part in the heartfelt announcement.","393","61","27"
"JUST IN: Minnesota Rep. Dean Phillips is ending his long-shot Democratic primary challenge to President Joe Biden.","318","236","18"
"A new version of Italian artist Michelangelo Pistoletto's ""Venus of the Rags"" has been unveiled in Naples after the original was destroyed in a suspected arson attack.","146","51","18"
"Female runners have long endured catcalls and unwanted advances from men who sometimes follow them. But last month’s killing of student Laken Riley, who was attacked while jogging on a wooded trail in Athens, Georgia, has renewed safety fears among women who run alone.","175","388","21"
"Nikki Haley’s exit from the GOP primary, just 51 days after the Iowa caucuses, makes 2024 one of the fastest-narrowing primary fields in recent history.","204","354","21"
"One client who “doesn’t like to pack clothing” asks “for new underwear and socks and shirts and everything” to be waiting for them in each hotel room.","175","105","24"
"University of Iowa superstar Caitlin Clark is now the all-time leading scorer in NCAA Division I men’s and women’s basketball history and possesses an abundance of other records, but one achievement has evaded her so far in her illustrious college career: a national championship.","575","312","39"
"A Russian missile struck near a meeting between Ukrainian President Zelensky and Greek Prime Minister Mitsotakis.","499","406","37"
"Senate GOP Leader Mitch McConnell announced that he will support Donald Trump for the presidency, a move that comes more than three years after they have last spoken and after the Kentucky Republican pointedly blamed Trump for the January 6, 2021, attack on the US Capitol.","1057","1088","70"
"Starbucks’ Middle East franchisee, Alshaya Group, is cutting thousands of jobs at its coffee shops because of a “challenging” work environment as the chain grapples with boycotts over the brand relating to Israel’s war against Hamas in Gaza.","188","280","22"
"A 62-year-old German man deliberately got 217 Covid-19 vaccine shots in the span of 29 months, according to a new study","334","351","67"
"Lagerfeld’s early Parisian home on the Rue de l’Université was filled with Art Deco furniture and homeware, from the sofas to the cocktail glasses.","249","123","39"
"Nikki Haley suspends her GOP presidential campaign after Super Tuesday losses, leaving Donald Trump as the presumptive nominee. https://cnn.it/3T7YNHC","1859","1699","139"
"Mirren, the 78-year-old star who narrated last year’s hit “Barbie” movie, said she regards the creation of the doll as a “huge compliment.”","531","144","50"
"Mothers are unable to breastfeed and parents barely scavenge enough food for their children, as Israel’s siege consigns Gazans to starvation","363","904","63"
"The findings suggest that despite pledges from leading AI firms to address risks related to potential political misinformation ahead of elections in the United States and dozens of other countries this year, some companies still have work to do to ensure their AI tools cannot be manipulated to create misleading images","147","157","20"
"A federal judge has allowed parts of a $250 million copyright lawsuit to proceed against Elon Musk’s X, handing the social media company a blow as it faces allegations that it helped some people use artists’ music without permission.","265","107","25"
"Markets await rate cut details from Fed Chair Powell as he testifies before Congress. 

Follow live updates.","129","97","23"
"What CNN journalists on board the Philippine Coast Guard vessel on Tuesday witnessed was one of the most severe confrontations to date","173","158","35"
"State lawmakers in Tennessee could soon pass a bill that would limit the types of flags that can be displayed in public schools, sparking outcry from LGBTQ advocates who say the measure is an attempt to ban the Pride flag and curtail free speech.","730","1130","55"
"CNN's Coy Wire explains why this rare corpse plant that's blooming at the California Academy of Sciences in San Francisco is getting so much attention.","587","147","111"
"OpenAI fired back at Elon Musk, who sued the ChatGPT company last week for chasing profit and diverging from its original, nonprofit mission.","830","688","124"
"Here are 5️⃣ things to know for March 6. 

1️⃣ Super Tuesday
2️⃣ Israel-Hamas hostage negotiations
3️⃣ Russia gaining momentum in eastern Ukraine
4️⃣ Tech companies facing setbacks
5️⃣ Harvard investigation","137","379","33"
"With Super Tuesday in the rearview mirror, CNN’s entrance and exit polls of the Republican presidential contests so far highlight the extent to which the GOP electorate has been reshaped in former President Donald Trump’s image.","354","732","42"
"For the first-time ever, the Kraft Heinz-owned brand is going plant-based with two new versions of its hot dog and sausage","325","269","49"
"Recent headlines about Camembert’s imminent death due to a fungal crisis have caused panic among fans of this historic fromage","390","178","102"
"How well do you know the history of the yearly presidential address?","218","416","37"
"Nikki Haley will announce today that she is exiting the presidential race, according to sources familiar with her plans","541","754","108"
"Kiptum’s death in a road accident at the age of 24 has left a gaping hole in the distance running community, not least in his native Kenya","237","58","10"
"A man accused of crashing into a Washington State Patrol trooper’s vehicle – killing the trooper – on an interstate highway near Seattle over the weekend has been charged in the officer’s death, officials said","486","386","43"
"More than a dozen states held primaries or caucuses on Tuesday, the biggest day of the nominating races so far. 

Here are the takeaways.  https://cnn.it/49XfImY","393","420","93"
"Garrison Brown, whose large family is at the center of the long-running TLC reality series “Sister Wives,” has died. He was 25.","771","169","103"
"A life-changing grocery store run has erased one Kentucky man’s debts","941","216","69"
"Annette Bening is meeting the moment.","322","123","36"
"Scientists have voted against a proposal to declare a new geological epoch called the Anthropocene to reflect how profoundly human activity has altered the planet","170","92","25"
"Two weeks after a 3-year-old Wisconsin boy vanished, law enforcement is urging homeowners and businesses to review surveillance footage for a vehicle of interest in hopes it will help them find him and bring him home, police said Tuesday.","785","127","134"
"So many people now know that Jason Kelce is an all-pro center who had an illustrious 13-year career. He’s won a Super Bowl. He’s also played in a Super Bowl against his brother. All those accolades began with involved parents.","1084","274","79"
"When a total solar eclipse creates a spectacle in the skies over Mexico and North America on April 8, it will mark the first time such an event has occurred in this part of the world for nearly seven years — and the last time one will until 2044.","363","143","79"
"Mount Fuji, a UNESCO World Heritage site and an icon of Japan, is putting new regulations in place for climbers amid concerns about overcrowding.","591","98","76"
"A Panera Bread franchise owner in California said he will raise the minimum wage for his employees after accusations he benefited from ties to the state’s governor to avoid hiking pay.","229","167","23"
"TV producer Nigel Lythgoe is denying accusations of sexual assault and harassment levied against him by former “American Idol” and “So You Think You Can Dance” judge Paula Abdul. His denial came in a legal response filed Tuesday and obtained by CNN.","120","94","12"
"Florida Gov. Ron DeSantis is exploring options for his office to appeal a federal court’s decision to block part of the state’s Individual Freedom Act, also known as the “Stop WOKE Act.”","448","620","48"
"Results from Super Tuesday continue to roll in as polls close in some states. Here's where things stand right now.

Follow live updates.","141","507","27"
"Here’s a sobering statistic: By 2030, cases of colorectal cancer in people under 50 are expected to nearly double, and it will become the leading cause of death for people aged 20 to 49.","247","214","98"
"Jack Black had some kind words to say about one of his former castmates","846","322","36"
"Kim Ogg, the Democratic district attorney in Harris County, Texas, is raising alarms about voting procedures there after she was turned away from the polls early Tuesday morning because her ballot had already been cast.","406","490","90"
"Vice President Kamala Harris and Secretary of State Antony Blinken met with Benny Gantz, a member of the Israeli war cabinet, as the US seeks to ratchet up pressure on the Netanyahu government to allow more aid into Gaza.","513","813","88"
"A plane carrying Haitian Prime Minister Ariel Henry landed in Puerto Rico on Tuesday, its governor’s spokesperson told CNN, after days of speculation about his whereabouts as Haitian capital Port-au-Prince plunged into crisis over the weekend.","375","263","126"
"A deadly outbreak of psittacosis, a bacterial infection also known as parrot fever, has affected people living in several European countries, the World Health Organization said Tuesday.","185","113","45"
"The city of Miami Beach is trying to ""break up"" with spring breakers by releasing an ad campaign that warns of stricter rules and curfews during the upcoming festivities. https://cnn.it/48HJKKt","482","197","103"
"It's a big day of primaries, with contests in more than a dozen states as Biden and Trump look to rack up delegates. Watch and follow live updates on Super Tuesday.","135","254","32"
"Getting only a few hours of sleep per day may do more harm than just causing a groggy day at the office","147","48","37"
"In a longshot bid, former President Trump is asking the judge overseeing E. Jean Carroll’s defamation case against him to significantly reduce the $83.3 million jury award or grant a new trial","2348","1887","140"
"Nearly two-thirds of North Carolina primary voters say they’d consider former President Donald Trump fit for the presidency if he’s convicted of a crime, according to the initial results of CNN’s exit poll of Republican primary voters in the state, with slightly over half of GOP primary voters in Virginia saying the same.","525","854","46"
"The unique experience is available for just one night only to commemorate World Book Day","258","193","58"
"Harvard University ""absolutely failed"" to comply with a subpoena for documents in antisemitism investigation, House Education chair says","216","179","50"
"Paul Whelan, an American detained in Russia for more than five years, says Alexey Navalny's death in prison is ""extremely worrying"" for him","338","236","21"
"The US government’s free at-home Covid-19 test program will be suspended Friday, according to the Administration for Strategic Preparedness and Response","280","244","49"
"There were 238 bids to win the original “booth that the Soprano Family sat in for the final scene,” when the auction ended Monday night, according to eBay","286","194","47"
"Sen. Bob Menendez faces a dozen new criminal charges related to a bribery scheme involving the governments of Egypt and Qatar","304","459","47"
"Saadi Baraka wakes at dawn and works until dusk, digging on his knees in the dirt as he tries to bury Gaza’s dead with dignity in a cemetery he says has run out of room","412","557","53"
"Five people aboard a small plane were killed when it crashed into the shoulder of Nashville's Interstate 40. The National Transportation Safety Board and Federal Aviation Administration are investigating.

Read more: https://cnn.it/3V4V3Jh","235","111","40"
"Federal regulators finalized a rule on Tuesday to cap most credit card late fees at $8 as part of a broader push by the Biden administration to eliminate junk fees","548","360","56"
"Sen. Kyrsten Sinema, an Arizona independent, announces she will retire at the end of her term this year","1963","1141","227"
"Forget the Egg McMuffin. Brits are going crazy for the bacon and sausage buns offered by Greggs, an 85-year-old chain of budget bakeries that just posted its best-ever performance","441","227","68"
"The Department of Education imposed a record $14 million fine on Liberty University, a Christian college located in Virginia, over violations of a campus safety law, officials said Tuesday","340","219","36"
"This marks the first such prosecution in the US, according to a statement from the US Attorney’s Office for the Southern District of California","206","192","31"
"Zimbabwe’s President Emmerson Mnangagwa and first lady Auxillia have come under a slate of new US sanctions imposed that also targeted senior government officials accused of corruption and human rights abuses","294","213","38"
"Meta’s platforms, including Facebook and Instagram, went down for thousands of users on Tuesday, because of what the company called a “technical issue.” The outage was resolved within around two hours","1530","906","498"
"The ICC said the pair are responsible for war crimes of directing attacks at civilians, causing excessive harm to civilians and the crime against humanity of inhumane acts","339","389","39"
"BowFlex blamed its bankruptcy on the “post-pandemic environment and persistent macroeconomic headwinds”","346","255","57"
"While the majority of states have been included at least once, no state has voted on every single Super Tuesday","151","220","42"
"“I wanted to remind you guys to vote the people who most represent YOU into power. If you haven’t already, make a plan to vote today,” Swift posted in a note on Instagram","1062","756","105"
"Gary Goldsmith, an uncle of Catherine, Princess of Wales, has joined the “Celebrity Big Brother” house alongside contestants including Sharon Osbourne and Marisha Wallace, for a new series starting in the United Kingdom this week","170","71","13"
"Drinking two liters or more per week of artificially sweetened beverages raised the risk of an irregular heartbeat called atrial fibrillation by 20% when compared to people who drank none, a new study found","170","79","85"
"Nearly 10,000 workers from a coalition of separate unions, working for a diverse group of employers, are planning a series of coordinated strikes in Minnesota this week and next. Their aim: Exert leverage at the bargaining table.","161","134","14"
"These US cities will pay you up to $15,000 to move there","196","194","39"
"One person was killed in a towering fire north of Detroit that sent debris as far as a mile away, officials say","294","88","38"
"It was the shirt that stole a generation of hearts and now it’s available to buy","377","170","84"
"To the tune of a Miles Davis trumpet solo, Menno van Gorp is stepping up his training ahead of this year’s Paris Olympics","229","122","39"
"This marks the latest in a string of naval defeats for Moscow’s Black Sea Fleet that Kyiv says has reduced its numbers by more than a third since the start of the war","1223","480","106"
"Here are 5️⃣ things you need to know today👇

1️⃣ Super Tuesday

2️⃣ UN report finds ""convincing"" information that hostages in Gaza were raped

3️⃣ Investigation into Russian strike that killed 12, including 5 children

4️⃣ Haiti gripped by gang violence

5️⃣ FAA finds ‘multiple instances’ of Boeing quality control issues","142","346","50"
"There will be contests in 16 states on this year’s Super Tuesday, with voters going to the polls in every time zone in the continental US","113","317","15"
"A towering industrial fire raging north of Detroit is flinging debris as far as a mile away, police warn. People are being urged to avoid the area as firefighters race to contain the flames.","311","103","51"
"""Heading into Super Tuesday, former President Donald Trump remains on track to potentially win more primaries and caucuses than any previous Republican presidential candidate other than an incumbent,"" writes Stephen Collinson | Analysis","537","1332","54"
"The anger is not directed at the superstar but at the Singaporean government for an exclusive deal it struck with concert organizers to make sure the city-state is the only place in Southeast Asia where Taylor Swift performs.","165","87","38"
"A UN team found ""clear and convincing"" information that hostages in Gaza were sexually abused, and there are ""reasonable grounds"" to believe the sexual violence is ongoing, a UN special envoy said.","255","792","62"
"Designated as the team’s official fourth kit — the limited edition apparel the team will play in for select games this season with one “light” and one “dark” colorway — the jerseys feature references to Milan’s gothic architecture as well as hip-hop culture.","243","90","59"
"Unscathed by the PETA protesters who disrupted her show, Victoria Beckham closed out the fifth day of Paris Fashion Week at the lavish Salomon de Rothschild Hotel","165","86","59"
"China has set an ambitious economic growth target of “around 5%“ for 2024, as its leaders aim to restore confidence in the world’s second-largest economy in the face of significant challenges threatening its growth.","215","174","58"
"This is not a Western cowboy film, it's a Utah neighborhood swarmed by tumbleweeds after days of high winds. City officials are working with residents to clear up the mess.","1565","164","348"
"The 2024 Oscars are set to air on Sunday, which means there isn’t a lot of time left to catch up on the 10 films nominated for best picture.","528","148","57"
"Nobody is more proud of Oscar-nominee Emily Blunt than her parents, Oliver and Joanna Blunt.","444","98","32"
"An Air Force employee has been charged with sharing classified information on a foreign dating website after prosecutors say he sent sensitive information about Russia’s war in Ukraine to a person who claimed to be a woman living in Ukraine.","166","111","38"
"Two horses took a chance to run wild down a busy highway in Cleveland, Ohio, after they escaped from a police stable, according to an official release from Ohio Department of Transportation. The police said they managed to recover the horses and reported there were no injuries.","609","90","135"
"Bitcoin surged to its all-time high on Monday, shaking off a more than two-year rut that put the future of the entire crypto ecosystem in question.","830","628","264"
"Russell Wilson’s short and disappointing stay in Denver will come to an end when the Broncos release the 35-year-old quarterback March 13 at the start of the NFL year, the team announced.","585","402","80"
"Several people were killed when a small airplane crashed on the side of Interstate 40 in Nashville Monday night, prompting the closure of the roadway as officials investigate, police said.","306","119","41"
"Cookie Monster has taken a stance on a very real and controversial trend in the US economy — and he hates it.","164","316","24"
"Harvard University turned over another trove of documents about campus antisemitism to Congress on Monday evening in response to an unprecedented subpoena from the House Education and Workforce Committee.","193","241","24"
"CNN follows Shane Pennington, a ranch manager who had to evacuate as the Smokehouse Creek Fire tore through the Texas panhandle, as he searches for lost cattle and tries to help the ones he can. https://cnn.it/3Tm0YbM","420","124","89"
"Former President Donald Trump will win North Dakota’s Republican presidential caucuses, CNN projects, claiming one final boost before the campaign expands to 15 states on Super Tuesday.","639","930","48"
"Jeff Bezos has reclaimed the title of the richest person on earth, surpassing Elon Musk, according to the Bloomberg Billionaires Index on Monday.","2265","1703","261"
"It's the latest in a string of similar requests from artists who have decided they don’t want to be associated with the former US president.","1436","568","57"
"Star dunes are common, but scientists have long wondered about their formation and puzzling absence in the geological record.","215","160","34"
"A former school bus driver faces federal and state arson charges for allegedly lighting his bus on fire in two separate incidents, including at least once with students onboard.","262","146","34"
"Supreme Court temporarily freezes enforcement of Texas' controversial immigration law after the Biden administration filed an emergency request.","506","892","39"
